"","USFS.Unit.Number","Plot.ID","X2013.Plot.Tree..","Unique.Tree.ID","X2013.DBH","X2013.FIA.Species.Code","X2013.Height","X2013.Live.Crown.Ratio","X2019.Plot.Tree..","Unique.Tree.ID.1","Dead.","X2019.DBH","X2019.FIA.Species.Code","X2019.Height","X2019.Live.Crown.Ratio","X2021.Plot.Tree..","Unique.Tree.ID.2","Dead..","X2021.DBH","X2021.FIA.Species.Code","X2021.Height","X2021.Live.Crown.Ratio","X2022.Plot.Tree..","Unique.Tree.ID.3","Dead..1","X2022.DBH","X2022.FIA.Species.Code","X2022.Height","X2022.Live.Crown.Ratio","X","Species13","Species19","Species21","Species22"
"491","27","319",NA,"",NA,"",NA,NA,16,810,"",10,"116",5.4,2.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","JP","",""
"492","27","319",NA,"",NA,"",NA,NA,17,811,"",11,"116",7.3,1.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","JP","",""
"493","27","319",NA,"",NA,"",NA,NA,18,812,"",27,"116",5.6,4.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","JP","",""
"494","27","319",NA,"",NA,"",NA,NA,19,813,"",11.5,"117",13.2,8.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","SP","",""
"495","27","319",NA,"",NA,"",NA,NA,20,814,"",27.5,"117",5,2.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","SP","",""
"496","27","319",NA,"",NA,"",NA,NA,21,815,"",11,"116",8.2,4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","JP","",""
"497","69","327",1,"197",14,"202",71,40,1,816,"",38,"202",23,7.9,1,2134,"",37,"202",21.2,15.2,NA,NA,"","","",NA,NA,NA,"DF","DF","DF",""
"498","69","327",2,"198",28.1,"818",49,40,2,817,"Y",73,"818",12.5,0,2,2135,"",28.8,"202",17.8,8.9,NA,NA,"","","",NA,NA,NA,"BO","BO","DF",""
"499","69","327",3,"199",42.1,"117",136,30,3,818,"",20,"81",11.5,8.1,3,2136,"",19.7,"202",21.4,13.9,NA,NA,"","","",NA,NA,NA,"SP","IC","DF",""
"500","69","327",4,"200",33.7,"117",NA,30,4,819,"",32,"202",22.7,9.9,4,2137,"",16.8,"117",10.1,8.8,NA,NA,"","","",NA,NA,NA,"SP","DF","SP",""
"501","69","327",8,"201",2.2,"202",NA,20,5,820,"",19,"81",10.6,5.2,5,2138,"",27.7,"202",16.8,14,NA,NA,"","","",NA,NA,NA,"DF","IC","DF",""
"502","69","327",9,"202",1.1,"202",NA,10,6,821,"",22,"202",19.1,8.7,6,2139,"",18.4,"081",10.6,10,NA,NA,"","","",NA,NA,NA,"DF","DF","IC",""
"503","69","327",10,"203",5.2,"202",NA,20,7,822,"",22,"202",19,7.8,7,2140,"",31.3,"202",22.6,19.7,NA,NA,"","","",NA,NA,NA,"DF","DF","DF",""
"504","69","327",11,"204",3,"202",NA,30,8,823,"",14,"202",11.9,5.2,8,2141,"",17.8,"081",10.6,7.6,NA,NA,"","","",NA,NA,NA,"DF","DF","IC",""
"505","69","327",12,"205",1.9,"202",NA,20,9,824,"",33,"122",21.7,9.6,9,2142,"",22.6,"202",18.3,11.6,NA,NA,"","","",NA,NA,NA,"DF","PP","DF",""
"506","69","327",13,"206",1.4,"202",NA,10,10,825,"",88.5,"117",51.2,37.7,10,2143,"",15.9,"202",12.9,10.1,NA,NA,"","","",NA,NA,NA,"DF","SP","DF",""
"507","69","327",14,"207",3.6,"202",NA,20,11,826,"",114,"117",49,33.2,11,2144,"",32,"122",21.5,13,NA,NA,"","","",NA,NA,NA,"DF","SP","PP",""
"508","69","327",15,"208",1.2,"202",NA,10,12,827,"Y",53,"818",25.8,0,12,2145,"",26.9,"122",17.1,7.1,NA,NA,"","","",NA,NA,NA,"DF","BO","PP",""
"509","69","327",16,"209",1.7,"202",NA,10,13,828,"",67.5,"202",11.1,0,13,2146,"",16.2,"202",16,6.6,NA,NA,"","","",NA,NA,NA,"DF","DF","DF",""
"510","69","327",17,"210",4.1,"202",NA,30,14,829,"",49,"202",24.8,13.2,14,2147,"",51.5,"818",13,7.3,NA,NA,"","","",NA,NA,NA,"DF","DF","BO",""
"511","69","327",18,"211",3,"202",NA,20,15,830,"",28,"202",14.9,5.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"512","69","327",5,"212",20.6,"818",NA,20,16,831,"",14,"202",14.2,6.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"BO","DF","",""
"513","69","327",6,"213",3.1,"202",26,20,17,832,"",30,"202",19.1,8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"514","69","327",7,"214",2.5,"15",9,10,18,833,"",20,"202",13.7,5.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","DF","",""
"515","69","327",19,"215",2.6,"202",NA,10,19,834,"",18.5,"202",10.4,3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"516","69","327",20,"216",4.6,"202",NA,10,20,835,"",18,"202",14.2,4.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"517","69","327",21,"217",7,"81",32,30,21,836,"",15.5,"202",17.2,5.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","DF","",""
"518","69","327",22,"218",6.8,"81",NA,30,22,837,"",22,"202",12.6,1.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","DF","",""
"519","69","327",23,"219",8.5,"202",NA,30,23,838,"",17,"202",18.8,9.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"520","69","327",24,"220",8.3,"202",NA,30,24,839,"",12.5,"202",12.9,3.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"521","69","327",25,"221",5.7,"202",NA,30,25,840,"",11.5,"202",9.7,3.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"522","69","327",26,"222",5.3,"202",NA,30,26,841,"",33,"202",28.8,8.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"523","69","327",27,"223",1.6,"122",NA,10,27,842,"",25,"202",20.8,7.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"PP","DF","",""
"524","69","327",28,"224",1.4,"122",NA,10,28,843,"",13,"202",7.5,2.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"PP","DF","",""
"525","69","327",29,"225",2.4,"122",NA,10,29,844,"Y",17.5,"202",9.1,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"PP","DF","",""
"526","69","327",30,"226",1.5,"15",NA,10,30,845,"",16,"202",18.3,12.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","DF","",""
"527","69","327",31,"227",0.5,"202",NA,NA,31,846,"",18,"202",14,3.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"528","69","327",32,"228",0.5,"81",NA,NA,32,847,"",11,"202",14.8,3.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","DF","",""
"529","69","327",33,"229",0.5,"15",NA,40,33,848,"",11,"202",15.4,3.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","DF","",""
"530","69","327",NA,"",NA,"",NA,NA,34,849,"",17.5,"202",15.2,2.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"531","69","327",NA,"",NA,"",NA,NA,35,850,"",17,"202",11.4,5.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"532","69","327",NA,"",NA,"",NA,NA,36,851,"",28.5,"202",15.7,11,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"533","69","327",NA,"",NA,"",NA,NA,37,852,"",12,"122",7.8,2.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"534","69","327",NA,"",NA,"",NA,NA,38,853,"",18,"122",13.6,5.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"535","69","327",NA,"",NA,"",NA,NA,39,854,"",35,"122",21.2,14.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"536","69","327",NA,"",NA,"",NA,NA,40,855,"",22,"122",12,5.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"537","69","327",NA,"",NA,"",NA,NA,41,856,"",23.5,"122",17.7,8.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"538","69","327",NA,"",NA,"",NA,NA,42,857,"",23,"81",14,7.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"539","69","327",NA,"",NA,"",NA,NA,43,858,"",28,"122",14.8,4.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"540","69","327",NA,"",NA,"",NA,NA,44,859,"",17,"202",9.3,4.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"541","69","327",NA,"",NA,"",NA,NA,45,860,"",13,"202",14.4,4.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"542","12B","333",1,"230",31.9,"15",78,NA,1,861,"",62.5,"202",37.8,25.2,1,2148,"",16.1,"015",11.3,5.7,NA,NA,"","","",NA,NA,NA,"WF","DF","WF",""
"543","12B","333",2,"231",23.3,"15",117,30,2,862,"",30.5,"202",24.3,18.4,2,2149,"",15.6,"202",14.1,5.5,NA,NA,"","","",NA,NA,NA,"WF","DF","DF",""
"544","12B","333",3,"232",11.2,"15",NA,20,3,863,"",18.5,"202",16.9,5.5,3,2150,"",15.8,"202",16.1,7.4,NA,NA,"","","",NA,NA,NA,"WF","DF","DF",""
"545","12B","333",4,"233",33.2,"81",107,30,4,864,"",88,"81",36.7,21.4,4,2151,"",15.3,"202",18,7.3,NA,NA,"","","",NA,NA,NA,"IC","IC","DF",""
"546","12B","333",5,"234",31.7,"202",117,30,5,865,"",8,"202",6.4,1.4,5,2152,"",31,"015",22,11.7,NA,NA,"","","",NA,NA,NA,"DF","DF","WF",""
"547","12B","333",6,"235",26,"81",NA,NA,6,866,"",12,"202",7.7,2.5,6,2153,"",18.8,"015",14.5,5.7,NA,NA,"","","",NA,NA,NA,"IC","DF","WF",""
"548","12B","333",7,"236",6,"15",35,20,7,867,"",87,"202",41.5,22.5,7,2154,"",18.8,"015",13.5,6.8,NA,NA,"","","",NA,NA,NA,"WF","DF","WF",""
"549","12B","333",8,"237",3,"15",NA,20,8,868,"",17.5,"202",19.8,7.6,8,2155,"",22.3,"015",11.3,7.1,NA,NA,"","","",NA,NA,NA,"WF","DF","WF",""
"550","12B","333",9,"238",5,"15",NA,30,9,869,"",16,"202",18.8,7,9,2156,"",89.4,"081",30.2,20.6,NA,NA,"","","",NA,NA,NA,"WF","DF","IC",""
"551","12B","333",10,"239",2.8,"15",NA,20,10,870,"",24.5,"202",17.6,10.8,10,2157,"",16.8,"818",11.6,10.1,NA,NA,"","","",NA,NA,NA,"WF","DF","BO",""
"552","12B","333",11,"240",7,"15",NA,30,11,871,"",70.5,"81",30.4,15.1,11,2158,"",17.5,"202",20.2,10.8,NA,NA,"","","",NA,NA,NA,"WF","IC","DF",""
"553","12B","333",12,"241",4,"15",NA,10,12,872,"",26.5,"202",18.7,9.2,12,2159,"",15.7,"202",17.2,8.9,NA,NA,"","","",NA,NA,NA,"WF","DF","DF",""
"554","12B","333",13,"242",3,"15",NA,20,13,873,"",7.5,"202",7.3,3.2,13,2160,"",25,"015",16,11.8,NA,NA,"","","",NA,NA,NA,"WF","DF","WF",""
"555","12B","333",14,"243",2,"202",20,20,14,874,"",16,"202",12,2.7,14,2161,"",22.9,"117",15.6,9,NA,NA,"","","",NA,NA,NA,"DF","DF","SP",""
"556","12B","333",15,"244",4.1,"15",NA,30,15,875,"",13.5,"202",11.1,7.2,15,2162,"",66.5,"081",31.3,20.5,NA,NA,"","","",NA,NA,NA,"WF","DF","IC",""
"557","12B","333",16,"245",6,"202",NA,30,16,876,"",10,"202",14.9,4.9,16,2163,"",27.6,"015",18.3,11,NA,NA,"","","",NA,NA,NA,"DF","DF","WF",""
"558","12B","333",17,"246",2.7,"15",NA,20,17,877,"",12.5,"202",7.4,4.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","DF","",""
"559","12B","333",18,"247",2.6,"15",NA,20,18,878,"",18.5,"202",18.7,11.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","DF","",""
"560","12B","333",19,"248",9,"202",NA,40,19,879,"",22,"202",14.7,8.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"561","12B","333",20,"249",7,"15",NA,30,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","","",""
"562","12B","333",21,"250",9.8,"15",NA,30,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","","",""
"563","12B","333",22,"251",0.5,"81",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","","",""
"564","12B","333",23,"252",0.5,"15",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","","",""
"565","12B","333",24,"253",0.5,"202",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","","",""
"566","9A","337",1,"254",20.5,"122",112,20,1,880,"",56,"",35.9,22,1,2164,"",24.3,"117",19,17.7,NA,NA,"","","",NA,NA,NA,"PP","","SP",""
"567","9A","337",2,"255",29.2,"117",96,30,2,881,"",42.5,"",18.6,8.9,2,2165,"",29.3,"117",25.7,11.8,NA,NA,"","","",NA,NA,NA,"SP","","SP",""
"568","9A","337",3,"256",13.7,"122",NA,30,3,882,"",25,"",19.9,16.4,3,2166,"",77.9,"117",37.5,22.9,NA,NA,"","","",NA,NA,NA,"PP","","SP",""
"569","9A","337",4,"257",31.5,"117",NA,50,4,883,"",46,"",30.1,20.4,4,2167,"",31.5,"117",23.9,16.5,NA,NA,"","","",NA,NA,NA,"SP","","SP",""
"570","9A","337",5,"258",28.6,"117",NA,30,5,884,"y",41,"",29.7,18.5,5,2168,"",35.4,"122",25.4,12.5,NA,NA,"","","",NA,NA,NA,"SP","","PP",""
"571","9A","337",6,"259",23.8,"117",NA,30,6,885,"",31,"",36.6,21.1,6,2169,"",19.2,"081",10.9,6.9,NA,NA,"","","",NA,NA,NA,"SP","","IC",""
"572","9A","337",7,"260",20,"122",NA,30,7,886,"",77.5,"",20.3,11.6,7,2170,"",22.2,"081",9.7,6,NA,NA,"","","",NA,NA,NA,"PP","","IC",""
"573","9A","337",8,"261",15.4,"122",NA,20,8,887,"",32,"",27.3,13.9,8,2171,"",28.6,"122",28.3,15.6,NA,NA,"","","",NA,NA,NA,"PP","","PP",""
"574","9A","337",9,"262",13.2,"122",NA,20,9,888,"",37,"",40.9,29.7,9,2172,"",53.5,"122",32.5,11.7,NA,NA,"","","",NA,NA,NA,"PP","","PP",""
"575","9A","337",10,"263",40.6,"202",95,30,10,889,"",84,"",8.7,5.2,10,2173,"",39.7,"122",29.5,9.4,NA,NA,"","","",NA,NA,NA,"DF","","PP",""
"576","9A","337",11,"264",12.4,"122",NA,10,11,890,"",40,"",23,13.9,11,2174,"",33.5,"081",18.5,12.7,NA,NA,"","","",NA,NA,NA,"PP","","IC",""
"577","9A","337",12,"265",17.2,"122",91,30,12,891,"",75,"",44.2,23.7,12,2175,"",34,"122",28.3,12.9,NA,NA,"","","",NA,NA,NA,"PP","","PP",""
"578","9A","337",13,"266",14,"122",NA,20,13,892,"",32,"",38.9,22.8,13,2176,"",52.8,"122",31.2,8,NA,NA,"","","",NA,NA,NA,"PP","","PP",""
"579","9A","337",14,"267",30.2,"122",NA,30,14,893,"y",32,"",39.8,0,1,2177,"",28.5,"202",22.6,14,NA,NA,"","","",NA,NA,NA,"PP","","DF",""
"580","9A","337",15,"268",34.2,"202",NA,40,15,894,"",54,"",34,16.1,2,2178,"",18.5,"015",15.9,5.7,NA,NA,"","","",NA,NA,NA,"DF","","WF",""
"581","9A","337",16,"269",22.1,"122",NA,20,16,895,"",40,"",31.1,12.6,3,2179,"",18,"015",16.6,5.3,NA,NA,"","","",NA,NA,NA,"PP","","WF",""
"582","9A","337",17,"270",20.4,"122",NA,20,17,896,"",34.5,"",28.3,12,4,2180,"",26.6,"015",17.2,5.8,NA,NA,"","","",NA,NA,NA,"PP","","WF",""
"583","9A","337",18,"271",1.5,"202",9,10,18,897,"",34.5,"",18.9,11.8,5,2181,"",22,"015",16.4,6.8,NA,NA,"","","",NA,NA,NA,"DF","","WF",""
"584","9A","337",19,"272",1,"202",NA,10,19,898,"",49.5,"",38.7,22.3,6,2182,"",19.1,"015",10.9,5,NA,NA,"","","",NA,NA,NA,"DF","","WF",""
"585","9A","337",20,"273",2.5,"202",NA,10,20,899,"",45,"",34.8,16.4,7,2183,"",34,"015",31,15.7,NA,NA,"","","",NA,NA,NA,"DF","","WF",""
"586","9A","337",23,"274",9,"202",NA,40,21,900,"",105.5,"",31,18.9,8,2184,"",18.6,"202",13.8,4,NA,NA,"","","",NA,NA,NA,"DF","","DF",""
"587","9A","337",24,"275",1,"202",NA,10,22,901,"",51,"",39,15.9,9,2185,"",22.8,"202",26.8,8,NA,NA,"","","",NA,NA,NA,"DF","","DF",""
"588","9A","337",25,"276",1.7,"202",NA,10,23,902,"",32.5,"",28.9,11.4,10,2186,"",16.8,"202",28.3,5.8,NA,NA,"","","",NA,NA,NA,"DF","","DF",""
"589","9A","337",26,"277",1.8,"202",NA,10,24,903,"",45.5,"",27.8,13.1,11,2187,"",34,"202",26.7,13.1,NA,NA,"","","",NA,NA,NA,"DF","","DF",""
"590","9A","337",27,"278",1.1,"202",NA,10,25,904,"",36,"",25.9,10.6,12,2188,"",16.4,"202",15.2,4,NA,NA,"","","",NA,NA,NA,"DF","","DF",""
"591","9A","337",28,"279",0.5,"202",NA,NA,26,905,"",79.5,"",44.4,21.3,13,2189,"",21.5,"202",19.6,5,NA,NA,"","","",NA,NA,NA,"DF","","DF",""
"592","9A","337",29,"280",0.5,"818",NA,NA,27,906,"",89.5,"",33.9,15,14,2190,"",16.6,"081",14.7,4.5,NA,NA,"","","",NA,NA,NA,"BO","","IC",""
"593","9A","337",30,"281",0.5,"81",NA,NA,28,907,"",44,"",37.7,24.4,15,2191,"",27.1,"202",19.6,5,NA,NA,"","","",NA,NA,NA,"IC","","DF",""
"594","9A","337",21,"282",5.2,"202",NA,30,29,908,"",57.5,"",30.1,12.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","","",""
"595","9A","337",22,"283",1.4,"202",NA,10,30,909,"",57,"",33.3,19.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","","",""
"596","9A","337",NA,"",NA,"",NA,NA,31,910,"",17,"",12.3,1.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"597","9A","337",NA,"",NA,"",NA,NA,32,911,"",9,"",10.5,10.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"598","9A","337",NA,"",NA,"",NA,NA,33,912,"",15,"",5.7,5.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"599","9A","337",NA,"",NA,"",NA,NA,34,913,"",14,"",6.8,1.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"600","9A","337",NA,"",NA,"",NA,NA,35,914,"",30,"",23.1,10.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"601","9A","337",NA,"",NA,"",NA,NA,36,915,"",20,"",13.3,7.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"602","9A","337",NA,"",NA,"",NA,NA,37,916,"",23,"",6.1,1.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"603","9A","337",NA,"",NA,"",NA,NA,38,917,"",30,"",23.3,8.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"604","9A","337",NA,"",NA,"",NA,NA,39,918,"",21.5,"",16.9,9.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"605","9A","337",NA,"",NA,"",NA,NA,40,919,"",20,"",18.6,7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"606","9A","337",NA,"",NA,"",NA,NA,41,920,"",17,"",14.1,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"607","9A","337",NA,"",NA,"",NA,NA,42,921,"",14,"",9.3,2.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"608","9A","337",NA,"",NA,"",NA,NA,43,922,"",26,"",18.5,6.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"609","9A","337",NA,"",NA,"",NA,NA,44,923,"",17.5,"",18.3,14.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"610","72","366",1,"284",10.9,"202",NA,20,1,924,"",61.5,"202",26.6,21.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"611","72","366",2,"285",28.7,"202",NA,20,2,925,"y",12,"116",4.8,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","JP","",""
"612","72","366",3,"286",24.9,"202",NA,30,3,926,"",45,"202",22.8,15,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"613","72","366",4,"287",25.8,"202",NA,30,4,927,"",49,"81",18.6,12.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","IC","",""
"614","72","366",5,"288",32.3,"202",NA,30,5,928,"",15,"202",11.7,5.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"615","72","366",6,"289",38.3,"202",NA,30,6,929,"",19,"117",10.2,6.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","SP","",""
"616","72","366",7,"290",25.3,"122",130,30,7,930,"",23.5,"818",19.4,11.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"PP","BO","",""
"617","72","366",8,"291",27.8,"202",NA,30,8,931,"",13,"202",10.5,5.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"618","72","366",9,"292",44,"117",134,40,9,932,"",34.5,"81",15.4,8.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"SP","IC","",""
"619","72","366",10,"293",26.6,"122",125,30,10,933,"",10.5,"818",9.8,3.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"PP","BO","",""
"620","72","366",11,"294",10.1,"202",NA,20,11,934,"",11,"202",19.4,16.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"621","72","366",12,"295",16.4,"202",101,30,12,935,"y",21.5,"116",15.8,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","JP","",""
"622","72","366",13,"296",4,"117",30,30,13,936,"",19,"202",11.1,3.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"SP","DF","",""
"623","72","366",14,"297",3,"202",29,30,14,937,"",12,"202",6.3,3.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"624","72","366",15,"298",4.3,"202",NA,30,15,938,"",13.5,"202",8.5,4.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"625","72","366",16,"299",5,"117",NA,30,16,939,"",15,"202",10.3,6.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"SP","DF","",""
"626","72","366",17,"300",3.5,"117",NA,40,17,940,"",12.5,"202",10.8,6.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"SP","DF","",""
"627","72","366",18,"301",1.7,"81",10,10,18,941,"",14,"202",7.6,1.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","DF","",""
"628","72","366",19,"302",2.6,"818",9,30,19,942,"",27.5,"81",6.8,1.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"BO","IC","",""
"629","72","366",20,"303",1.7,"15",11,30,20,943,"",21,"202",13.9,9.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","DF","",""
"630","72","366",21,"304",1.7,"15",NA,30,21,944,"",11,"116",8.2,4.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","JP","",""
"631","72","366",22,"305",5,"202",NA,20,22,945,"",16,"202",7.9,3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"632","72","366",23,"306",1.9,"202",NA,30,23,946,"",11,"202",3.9,1.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"633","72","366",24,"307",0.5,"81",NA,NA,24,947,"",24,"202",12.6,6.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","DF","",""
"634","72","366",25,"308",0.5,"818",NA,NA,25,948,"",20,"202",12.5,6.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"BO","DF","",""
"635","72","366",NA,"",NA,"",NA,NA,26,949,"",13.5,"202",11.5,2.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"636","72","366",NA,"",NA,"",NA,NA,27,950,"",15.5,"202",12.4,3.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"637","72","366",NA,"",NA,"",NA,NA,28,951,"",16,"202",11.7,4.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"638","72","366",NA,"",NA,"",NA,NA,29,952,"",13,"202",11,5.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"639","72","366",NA,"",NA,"",NA,NA,30,953,"",17.5,"202",15.5,7.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
